,name,equation_type,sector,definition,description,standard_equation_eviews_equation,standard_equation_python_equation,standard_equation_rhs_eq_var,exogenous_projection,standard_equation_coeff_cf_name,standard_equation_coeff_cf_value,kfcalc,stochastic_type,standard_equation_coeff_t_stat,standard_equation_estimation_statistics_adjusted_r_squared,standard_equation_estimation_statistics_date,standard_equation_estimation_statistics_durbin_watson,standard_equation_estimation_statistics_method,standard_equation_estimation_statistics_r_squared,standard_equation_estimation_statistics_sample_end,standard_equation_estimation_statistics_sample_start,standard_equation_estimation_statistics_se_of_regression,standard_equation_estimation_statistics_F_statistic,standard_equation_estimation_statistics_prob_F_statistic,standard_equation_estimation_statistics_estimation_date,standard_equation_coeff_distributed_lag_group,standard_equation_estimation_statistics,mce_equation_mce_group,mce_equation_mce_description,mce_equation_eviews_equation,mce_equation_python_equation,mce_equation_coeff_cf_name,mce_equation_coeff_cf_value,mce_equation_rhs_eq_var
172,pieci,Behavioral,Wages and Prices,Annualized rate of growth of EI hourly compensation," This is the main wage equation in FRB/US.  Its specification is
based on a variant of the New Keynesian Phillips Curve (NKPC) derived
by Cogley and Sbordonne (2008) for the case in which the subset of
wages that is not optimally reset each period is indexed to either
past or trend wage inflation.

(1) &Pi;(w)<sub>t</sub> = E<sub>t-1</sub>[&beta;&Pi;(w)<sub>t+1</sub>
       + &kappa;&mu;<sub>t</sub>] + &epsilon;<sub>t</sub>

(2) &Pi;(w)<sub>t</sub> &equiv; &pi;(w)<sub>t</sub> -
       &gamma;&pi;^(w)<sub>t</sub> - (1-&gamma;)&pi;*(w)<sub>t</sub>

(3) &pi;(w)^<sub>t</sub>  &equiv; .25 &Sum;(i=1,4)&pi;(w)<sub>t-i</sub>

 Equation 1 is the basic NKPC expressed in terms of the composite
variable &Pi;(w), which is defined in equation 2 as the difference
between actual wage inflation (&pi;(w)) and a weighted average of
past (&pi;^(w)) and trend (&pi;*(w)) wage inflation.  Expectations are
formed on the basis of ""t-1"" information, &beta;(=.98) is the discount
factor, and &mu; is the wage markup gap.

 Past wage inflation is measured as a four-quarter average
(equation 3).  Trend wage inflation is measured as the sum of survey
data on ten-year consumer price inflation expectations (PTR) and the
FRB/US estimate of the trend rate of growth of labor productivity
(HLPRDT), less the FRB/US estimate of trend rate of growth of the
price of consumption relative to the price of final sales (HUQPCT).
The wage markup gap -- in theory, the difference between the marginal
rate of substitution and the real wage -- is expressed as a function
of the unemployment gap (LUR-LURNAT) and the detrended labor share
(log(PL/QPL)).  For purposes of simplicity, each component of the
markup gap enters as a t-1 observation rather than the t-1 expectation
of the observation in period t. ZPIECI is the expectation of PIECI in
period t+1.

 The PIECI equation, which is estimated simultaneously with the
equation for core PCE price inflation (PICXFE), contains three
estimated parameters: the fraction of non-optimized wages that is
indexed to past inflation (&gamma;); the
coefficient on the detrended labor share; and the
coefficient on the unemployment gap.

More information on the estimation of the price-wage NKPC
equations is available <a href=""price_wage_sector_083013.pdf"">here</a>.

","pieci - pieci_aerr = (.25*y_pieci(1)*((1-y_pieci(4))*(pieci(-1)+pieci(-2)+pieci(-3)) + pieci(-4))
                     + y_pieci(4)*zpieci
                     + (1-y_pieci(4))*(1-y_pieci(1))*(ptr(-1) + hlprdt(-1) - 400*huqpct(-1))
                     + y_pieci(2)*(lur(-1)-lurnat(-1))
                     + y_pieci(3)*400*log(qpl(-1)/pl(-1))) / (1+.25*y_pieci(1)*y_pieci(4))
","pieci - pieci_aerr = (.25*y_pieci_1*((1-y_pieci_4)*(pieci(-1)+pieci(-2)+pieci(-3)) + pieci(-4))
                     + y_pieci_4*zpieci
                     + (1-y_pieci_4)*(1-y_pieci_1)*(ptr(-1) + hlprdt(-1) - 400*huqpct(-1))
                     + y_pieci_2*(lur(-1)-lurnat(-1))
                     + y_pieci_3*400*log(qpl(-1)/pl(-1))) / (1+.25*y_pieci_1*y_pieci_4)
","['hlprdt', 'huqpct', 'lur', 'lurnat', 'pieci', 'pl', 'ptr', 'qpl', 'zpieci']",,"['y_pieci(1)', 'y_pieci(2)', 'y_pieci(3)', 'y_pieci(4)']","['0.684663089102', '-0.0167232072082', '0.000957429911235', '0.98']",1,PR,,,,,,,-,1988q1,,,,2017,,,,,,,,,
173,pigdp,Identity,Wages and Prices,"Inflation rate, GDP, cw",,"pigdp - pigdp_aerr = 400*d( log(pgdp), 0, 1 ) ",pigdp - pigdp_aerr = 400*( log(pgdp) - ( log(pgdp(-1)))) ,pgdp,,,,,,,,,,,,,,,,,,,,,,,,,,
174,pipl,Behavioral,Wages and Prices,Rate of growth of PL,,pipl - pipl_aerr = pieci ,pipl - pipl_aerr = pieci ,pieci,,,,,,,,,,,,,,,,,,,,,,,,,,
175,pipxnc,Behavioral,Wages and Prices,"Inflation rate, price of adjusted final sales excluding consumption (annual rate)","The difference between nonconsumption price inflation (PIPXNC) and
consumption price inflation (PICNIA), adjusted for the trend
difference between the two (1.99*400*HUQPCT), depends on two lags of
itself and the rate of change of the real exchange rate.
","pipxnc - pipxnc_aerr =
          picnia - 1.99 * 400 * huqpct+ y_pipxnc(1) * (pipxnc(-1) - picnia(-1) + 1.99 * 400 *  huqpct(-1))
          + y_pipxnc(2) * (pipxnc(-2) - picnia(-2) + 1.99 * 400 *  huqpct(-2))
          + y_pipxnc(3) * y_pipxnc(4) * 400 * (log(fpxr) - log(fpxr(-1)))+ .025*400*log(qpxnc(-1)/pxnc(-1))
      ","pipxnc - pipxnc_aerr =
          picnia - 1.99 * 400 * huqpct+ y_pipxnc_1 * (pipxnc(-1) - picnia(-1) + 1.99 * 400 *  huqpct(-1))
          + y_pipxnc_2 * (pipxnc(-2) - picnia(-2) + 1.99 * 400 *  huqpct(-2))
          + y_pipxnc_3 * y_pipxnc_4 * 400 * (log(fpxr) - log(fpxr(-1)))+ .025*400*log(qpxnc(-1)/pxnc(-1))
      ","['fpxr', 'huqpct', 'picnia', 'pipxnc', 'pxnc', 'qpxnc']",,"['y_pipxnc(1)', 'y_pipxnc(2)', 'y_pipxnc(3)', 'y_pipxnc(4)']","['0.462801', '0.229745', '-0.284477', '0.1312355937']",,,,,,,,,,,,,,,,,,,,,,,
176,pitarg,Exogenous,,Target rate of consumption price inflation (used in policy reaction functions),,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
177,pitrsh,Exogenous,,Inflation threshold,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
178,pkbfir,Identity,Wages and Prices,Ratio of price of BFI stock (KBFI) to PXP,,pkbfir - pkbfir_aerr = upkbfir * pbfir ,pkbfir - pkbfir_aerr = upkbfir * pbfir ,"['pbfir', 'upkbfir']",,,,,,,,,,,,,,,,,,,,,,,,,,
179,pkir,Exogenous,,"Price index for stock of inventories, cw (relative to PXP)",,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
180,pl,Identity,Wages and Prices,"Compensation per hour,  business",,log(pl) - pl_aerr = log(pl(-1)) + pipl/400 ,log(pl) - pl_aerr = log(pl(-1)) + pipl/400 ,"['pipl', 'pl']",,,,,,,,,,,,,,,,,,,,,,,,,,
181,pmo,Behavioral,Wages and Prices,"Price index for imports ex. petroleum, cw","The price index for non-petroleum imports (PMO) is modeled using a
Kalman filter specification in which the price level gradually
converges to a steady-state target.  The latter has two elements: a
stochastic random walk (QPMO) and a weighted average of aggregate
foreign and domestic prices.  Empirical work suggests that the
pass-through of changes in the exchange rate (FPX) or foreign prices
(FPC) into dollar-denominated import prices is incomplete.  In
accordance with this evidence, only 64 percent of any
movement in FPC or FPX is allowed to pass through to PMO in the long
run.  This pass-through relationship is defined in relative terms using
the price of US business output, which accounts for the presence of
PXB in the equilibrium formula. The PMO equation also contains the
contemporaneous rates of foreign and domestic price inflation with the
two coefficients restricted to sum to one.

","dlog(pmo)  - pmo_aerr =
           y_pmo(1)
          + y_pmo(2) * (log(qpmo) + .64*log(fpc(-1)/fpx(-1)) + .36*log(pxb(-1)) - log(pmo(-1)))
          + y_pmo(3) * dlog(fpc/fpx) + (1
          -y_pmo(3)) * dlog(pxb)","(log(pmo) - log(pmo(-1)))  - pmo_aerr =
           y_pmo_1
          + y_pmo_2 * (log(qpmo) + .64*log(fpc(-1)/fpx(-1)) + .36*log(pxb(-1)) - log(pmo(-1)))
          + y_pmo_3 * (log(fpc/fpx) - log(fpc(-1)/fpx(-1))) + (1
          -y_pmo_3) * (log(pxb) - log(pxb(-1)))","['fpc', 'fpx', 'pmo', 'pxb', 'qpmo']",,"['y_pmo(1)', 'y_pmo(2)', 'y_pmo(3)']","['0.0', '0.3776815983707077', '0.2343966603329429']",1,PR,"['0.00570033516761314', '6.056507577021148', '15.62606599938812']",,08/30/18   Time: 10:02 ,,Maximum likelihood  (BFGS / Marquardt steps),,2017Q4,1965Q1,,,,,,,,,,,,,
182,pmp,Identity,Wages and Prices,Price index for petroleum imports,"The chain-weight price index for imported petroleum products (PMP)
is proportional to the per barrel price of imported crude oil (POIL).

",pmp - pmp_aerr = upmp*poil ,pmp - pmp_aerr = upmp*poil ,"['poil', 'upmp']",,,,,,,,,,,,,,,,,,,,,,,,,,
183,poil,Identity,Wages and Prices,Price of imported oil ($ per barrel),,poil - poil_aerr = poilr*pxb ,poil - poil_aerr = poilr*pxb ,"['poilr', 'pxb']",,,,,,,,,,,,,,,,,,,,,,,,,,
184,poilr,Behavioral,Wages and Prices,"Price of imported oil, relative to price index for bus. sector output","Real oil prices error-correct to their long-run trend, POILRT.
","dlog(poilr)  - poilr_aerr =
           y_poilr(1) * log(poilr(-1)/poilrt(-1))
          + y_poilr(2)
          + y_poilr(3) * d( log(poilr(-1)), 0, 1 )
          + y_poilr(4) * d( log(poilrt), 0, 1 )","(log(poilr) - log(poilr(-1)))  - poilr_aerr =
           y_poilr_1 * log(poilr(-1)/poilrt(-1))
          + y_poilr_2
          + y_poilr_3 * ( log(poilr(-1)) - ( log(poilr(-2))))
          + y_poilr_4 * ( log(poilrt) - ( log(poilrt(-1))))","['poilr', 'poilrt']",,"['y_poilr(1)', 'y_poilr(2)', 'y_poilr(3)', 'y_poilr(4)']","['-0.2189945671343387', '-0.007197716577611038', '0.3903451978006103', '0.3940619235700209']",1,PR,"['-6.092084124540779', '-0.8680077614487675', '6.087907897950358', '1.251637004042893']",0.243569094640657,08/30/18   Time: 10:00 ,1.888420049356177,Least Squares (Gauss-Newton / Marquardt steps),0.2543240364230174,2017Q4,1965Q1,0.1150196236879837,23.64717927531193,3.283851277644087e-13,,,,,,,,,,
185,poilrt,Exogenous,,"Price of imported oil, relative to price index for bus. sector output, trend",,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
186,ptr,Behavioral,Expectations,10-year expected PCE price inflation (Survey of Professional Forecasters),"PTR gradually adjusts toward a weighted average of actual and
target inflation.

Historical values of PTR come from several sources.  Since 1991q4,
the source is the Survey of Professional Forecasters (SPF), first for
expected CPI inflation and then, when it becomes available in 2007,
for expected PCE price inflation. PTR data from 1981q1 to 1991q3 is
primarily from a survey conducted by Richard Hoey.  The Hoey and SPF
CPI observations are reduced by 40 basis to account for the average
difference between CPI and PCE inflation. Values of PTR before
1981 are constructed in a manner similar to the one described in
Kozicki and Tinsley (2001, section 3.3), ""Term Structure Views of
Monetary Policy under Alternative Models of Agent Expectations,""
Journal of Economic Dynamics and Control, 25: 149-184.
",ptr - ptr_aerr = y_ptr(1)*ptr(-1) + y_ptr(2)*picxfe(-1)+ y_ptr(3)*pitarg(-1) ,ptr - ptr_aerr = y_ptr_1*ptr(-1) + y_ptr_2*picxfe(-1)+ y_ptr_3*pitarg(-1) ,"['picxfe', 'pitarg', 'ptr']",,"['y_ptr(1)', 'y_ptr(2)', 'y_ptr(3)']","['0.9', '0.05', '0.05']",,,,,,,,,,,,,,,,,,,,,,,
187,pwstar,Exogenous,,Equilibrium business price markup," PWSTAR, which is the nonstationary component of the inverse of the
log labor share in the adjusted nonfarm business sector, is estimated
historically as a one-sided HP filter (lambda = 80000) of
log(PXG*LPRDT/PL). ",,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
188,pxb,Identity,Wages and Prices,Price index for business output,,pxb - pxb_aerr = upxb*pgdp ,pxb - pxb_aerr = upxb*pgdp ,"['pgdp', 'upxb']",,,,,,,,,,,,,,,,,,,,,,,,,,
189,pxnc,Behavioral,Wages and Prices,Price of adjusted final sales excluding consumption,,"d( log(pxnc), 0, 1 ) - pxnc_aerr = pipxnc/400 ",( log(pxnc) - ( log(pxnc(-1)))) - pxnc_aerr = pipxnc/400 ,pipxnc,,,,,,,,,,,,,,,,,,,,,,,,,,
190,pxp,Behavioral,Wages and Prices,Price index for final sales plus imports less gov. labor,,"log(pxp)   - pxp_aerr = log(pxp(-1))
          +y_pxp(1)*log(pcnia/pcnia(-1))
          +y_pxp(2)*log(pxnc/pxnc(-1))","log(pxp)   - pxp_aerr = log(pxp(-1))
          +y_pxp_1*log(pcnia/pcnia(-1))
          +y_pxp_2*log(pxnc/pxnc(-1))","['pcnia', 'pxnc', 'pxp']",,"['y_pxp(1)', 'y_pxp(2)']","['0.6469', '0.3531']",,,,0.9999998397340336,08/30/18   Time: 09:58 ,1.511393471878079,Least Squares (Gauss-Newton / Marquardt steps),0.9999998798005252,2017Q4,2016Q4,3.135921495759801e-06,,,,,,,,,,,,
191,pxr,Behavioral,Wages and Prices,"Price index for exports, cw (relative to PXP)",,"log(pxr) - pxr_aerr - log(pxr(-1)) = y_pxr(1) + pipxnc/400 + dpadj - d(log(pxp), 0, 1) ",log(pxr) - pxr_aerr - log(pxr(-1)) = y_pxr_1 + pipxnc/400 + dpadj - (log(pxp) - (log(pxp(-1)))) ,"['dpadj', 'pipxnc', 'pxp']",,y_pxr(1),0.0,1,OT,,,,,,,,,,,,,,,,,,,,,
192,qebfi,Identity,Business Expenditures,Desired level of investment in business investment,"The target rate of investment is defined as the rate necessary to
keep the capital-output ratio at its optimal value (VBFI).
",qebfi - qebfi_aerr = xb*vbfi*(hxbt/100 -.01*hgpbfir+jrbfi),qebfi - qebfi_aerr = xb*vbfi*(hxbt/100 -.01*hgpbfir+jrbfi),"['hgpbfir', 'hxbt', 'jrbfi', 'vbfi', 'xb']",,,,,,,,,,,,,,,,,,,,,,,,,,
193,qec,Identity,Household Expenditures,Desired level of consumption (FRBUS definition),"QEC is the desired level of spending associated with consumption of
nondurable goods and services plus the imputed service flow from the
stock of durables (EC). The estimated coefficient values and equation statistics come from
a cointegrating regression of EC on the set of explanatory variables.
QEC is measured historically as the fitted values of this regression.

","log(qec)  - qec_aerr =
           y_qec(1)
          + y_qec(2)*log(zyh-zyht-zyhp)
          + y_qec(3)*log(zyht) + (1
          -y_qec(2)
          -y_qec(3)
          -y_qec(4))*log(zyhp)
          + y_qec(4)*log(wpo+wps)","log(qec)  - qec_aerr =
           y_qec_1
          + y_qec_2*log(zyh-zyht-zyhp)
          + y_qec_3*log(zyht) + (1
          -y_qec_2
          -y_qec_3
          -y_qec_4)*log(zyhp)
          + y_qec_4*log(wpo+wps)","['wpo', 'wps', 'zyh', 'zyhp', 'zyht']",,"['y_qec(1)', 'y_qec(2)', 'y_qec(3)', 'y_qec(4)']","['0.3653279067017037', '0.493602432836492', '0.1858248429134642', '0.1873934907158843']",,,"['9.770628366419192', '31.91994930540975', '27.65659022873051', '16.46072326015892']",0.9992304026698688,08/30/18   Time: 09:58 ,0.1755915855180969,Least Squares (Gauss-Newton / Marquardt steps),0.9992418323331876,2017Q4,1967Q2,0.01268295053665157,87425.30768086495,0,,,,,,,,,,
194,qecd,Identity,Household Expenditures,"Target level of consumption of durable goods, trending component","The ratio of the target level of spending on consumer durable goods
to the target level of overall consumption depends on two factors.
The first factor is the relative rental rate, which is the product of
the relative purchase price of consumer durables, PCDR, and the real
financial cost of capital (plus depreciation) for such goods, RCCD.
The relative rental rate is associated with the steady-state condition
for the stock of consumer durables.  The second factor converts the
steady-state stock condition to one for gross investment by multiplying
the stock condition by the sum of two factors -- the depreciation rate
for durable goods, and the steady-state growth rate of the target
capital stock.  The latter factor equals the sum of trend output
growth (HGGDPT) and the trend rate of decline in the relative price of
consumer durable goods (HGPCDR, weighted by the real rental rate
elasticity).

The coefficients values and equation statistics come from a
cointegrating regression in which actual investment (ECD) replaces
target investment (QECD) as the dependent variable.
","qecd  - qecd_aerr = qec*(jrcd/4 + (hggdpt+hggdpt(-1)+hggdpt(-2)+hggdpt(-3)+hggdpt(-4)+hggdpt(-5)+hggdpt(-6)+hggdpt(-7)) /8 / 400
          + y_qecd(1)*hgpcdr/400)*exp
          (y_qecd(2)
          + y_qecd(3)*(log(pcdr) + log(rccd)))","qecd  - qecd_aerr = qec*(jrcd/4 + (hggdpt+hggdpt(-1)+hggdpt(-2)+hggdpt(-3)+hggdpt(-4)+hggdpt(-5)+hggdpt(-6)+hggdpt(-7)) /8 / 400
          + y_qecd_1*hgpcdr/400)*exp
          (y_qecd_2
          + y_qecd_3*(log(pcdr) + log(rccd)))","['hggdpt', 'hgpcdr', 'jrcd', 'pcdr', 'qec', 'rccd']",,"['y_qecd(1)', 'y_qecd(2)', 'y_qecd(3)']","['-0.5843539676290892', '2.4132166616749', '-0.5843539676290892']",,,"['-67.29278199675044', '74.46889604283302']",0.9659382748639029,08/30/18   Time: 10:02 ,0.2486800296054228,Least Squares (Gauss-Newton / Marquardt steps),0.9661138507666662,2017Q4,1969Q2,0.05446736848378917,5502.542407933025,8.187489598949724e-144,,,,,,,,,,
195,qeco,Identity,Household Expenditures,Desired level of consumption of nondurable goods and nonhousing services,"The elasticity of the desired level of consumption on nondurable
goods and non-housing services is one with respect to the
desired level of overall consumption and minus one with respect to the
relative price (PCOR) of consumption on nondurable goods and
non-housing services to overall consumption.  A constant term ensures
that historically the average log difference between ECO and QECO is
zero.
","log(qeco)  - qeco_aerr =
           y_qeco(1) + log(qec) - log(pcor)","log(qeco)  - qeco_aerr =
           y_qeco_1 + log(qec) - log(pcor)","['pcor', 'qec']",,y_qeco(1),-0.3258628580621771,,,-322.5042869083098,0.9988542660886428,08/30/18   Time: 10:02 ,0.174035161519942,Least Squares (Gauss-Newton / Marquardt steps),0.9988542660886428,2017Q4,1965Q3,0.01464229046081368,,,,,,,,,,,,
196,qeh,Identity,Household Expenditures,Target level of residential investment,"The ratio of the target level of residential investment to the
target level of overall consumption depends on two factors.  The first
factor is the relative rental rate, which is the product of the
relative purchase price of residential investment, PHR*PXP/PCNIA, and the
real financial cost of capital (plus depreciation) for such goods,
RCCH.  The relative rental rate is associated with the steady-state
condition for the stock of housing.  The second factor converts the
steady-state stock condition to one for gross investment by multiplying
the stock condition by the sum of two terms -- the depreciation rate
for residential structures, and the steady-state growth rate of the
target capital stock.  The latter term equals trend output growth
(HGGDPT).  (Note: unlike consumer durables, no adjustment is made to
the steady-state growth of the target stock to control for trend
movements in the relative price of housing construction, because the
relative price does not show a pronounced trend.)

The coefficients values and equation statistics come from a
cointegrating regression in which actual residential investment (EH) replaces
target investment (QEH) as the dependent variable.

","qeh  - qeh_aerr = qec
      * (jrh/4 +
      ((hggdpt+hggdpt(-1)+hggdpt(-2)+hggdpt(-3)+hggdpt(-4)+hggdpt(-5)+hggdpt(-6)+hggdpt(-7)+hggdpt(-8)+hggdpt(-9)+hggdpt(-10)+hggdpt(-11)+hggdpt(-12)+hggdpt(-13)+hggdpt(-14)+hggdpt(-15)) /16) / 400)
      * exp
          (y_qeh(1) - log(phr*pxp/pcnia)
          + y_qeh(2)*log(rcch))","qeh  - qeh_aerr = qec
      * (jrh/4 +
      ((hggdpt+hggdpt(-1)+hggdpt(-2)+hggdpt(-3)+hggdpt(-4)+hggdpt(-5)+hggdpt(-6)+hggdpt(-7)+hggdpt(-8)+hggdpt(-9)+hggdpt(-10)+hggdpt(-11)+hggdpt(-12)+hggdpt(-13)+hggdpt(-14)+hggdpt(-15)) /16) / 400)
      * exp
          (y_qeh_1 - log(phr*pxp/pcnia)
          + y_qeh_2*log(rcch))","['hggdpt', 'jrh', 'pcnia', 'phr', 'pxp', 'qec', 'rcch']",,"['y_qeh(1)', 'y_qeh(2)']","['1.909300384501687', '-0.1168105360328174']",,,"['NA', 'NA']",1,08/30/18   Time: 10:02 ,,Least Squares (Gauss-Newton / Marquardt steps),1,2017Q4,1964Q1,0,,,,,,,,,,,,
197,qkir,Behavioral,Business Expenditures,Desired Inventory Sales Ratio,"The target inventory-sales ratio is estimated along with the
equation for the stock of inventories (KI) using the Kalman filter.
To ensure that long-run simulations are characterized by balanced
growth, exogenous variable DGLPRD can be set to 1.0 to make the target
inventory-sales ratio constant.

",log(qkir) - qkir_aerr = (1-dglprd)*y_qkir(1) + log(qkir(-1)) ,log(qkir) - qkir_aerr = (1-dglprd)*y_qkir_1 + log(qkir(-1)) ,"['dglprd', 'qkir']",,y_qkir(1),-0.001885366737710053,,,,,,,,,,,,,,,,,,,,,,,
198,qleor,Exogenous,,Desired ratio of employment discrepancy to the labor force,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
199,qlf,Identity,Labor Market,Desired level of civilian labor force,"The trend labor force is equal to the product of the trend
participation rate and the size of the population age 16 and up.

",qlf - qlf_aerr = qlfpr * n16 ,qlf - qlf_aerr = qlfpr * n16 ,"['n16', 'qlfpr']",,,,,,,,,,,,,,,,,,,,,,,,,,
200,qlfpr,Identity,Labor Market,Trend labor force participation rate," The trend participation rate follows a random walk with time-varying
drift.
",qlfpr - qlfpr_aerr = qlfpr(-1) + hqlfpr ,qlfpr - qlfpr_aerr = qlfpr(-1) + hqlfpr ,"['hqlfpr', 'qlfpr']",,,,,,,,,,,,,,,,,,,,,,,,,,
201,qlhp,Identity,Labor Market,Desired level of  business labor hours,"The desired level of aggregate hours equals business sector output (XB)
divided by trend labor productivity (LPRDT).

",qlhp - qlhp_aerr = xbo/lprdt ,qlhp - qlhp_aerr = xbo/lprdt ,"['lprdt', 'xbo']",,,,,,,,,,,,,,,,,,,,,,,,,,
202,qlww,Identity,Labor Market,"Trend workweek,  business sector (employee and  self-employed)","The trend workweek is a random walk with drift.
",log(qlww) - qlww_aerr = log(qlww(-1)) + hqlww(-1)/400 ,log(qlww) - qlww_aerr = log(qlww(-1)) + hqlww(-1)/400 ,"['hqlww', 'qlww']",,,,,,,,,,,,,,,,,,,,,,,,,,
